name,region_clean,address_city,facilityTypeId,is_ngo,enriched_capability,procedure_text,specialties_text,equipment_text,description,confidence
Sinel Hospital Tema,Greater Accra,Tema,hospital,FALSE,"Located on Hermann Gmeiner Street, Tema, Ghana | Sinel Hospital Tema is expanding | Website sinelhospital.com | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine | preventiveMedicine,,nan,Medium
Sisters Hospitallers' English Province,Ashanti,Dompoase,dentist,FALSE,"24 hour emergency | ICU | Mikel Tellaeche is Health Programs Director of Sisters Hospitallers' English Province | Mikel Tellaeche is director of Aita Menni Hospital in Arrasate-Mondragon, Spain | There is a Sisters Hospitallers center in Ghana | accident and emergency | antenatal care | blood tests | cardiac care | cardiology services | child health | children care | delivery | dental care | dental surgery | diagnostic testing | emergency care | emergency medicine | eye care | eye surgery | general medicine | heart treatment | inpatient care | intensive care | intensive care unit | internal medicine | laboratory services | labour ward | maternity | maternity care | mental health | neonatal care | obstetrics | optical services | outpatient care | pathology lab | pediatric care | psychiatric care | tooth extraction | trauma care",Provides obstetric and gynecological services | Provides general internal medicine consultations | Provides cardiac diagnosis and treatment | Performs laboratory and diagnostic testing | Provides mental health and psychiatric care | Provides pediatric and child health care | Provides eye examination and treatment | Provides dental care and oral health services | Provides emergency and trauma care,gynecologyAndObstetrics | internalMedicine | cardiology | pathology | psychiatry | pediatrics | ophthalmology | dentistry | emergencyMedicine,,nan,Medium
Achimota Hospital,Greater Accra,ACCRA,hospital,FALSE,City: ACCRA | Country: Ghana | Last updated: 17 April 2025 | Organization abbreviation: ACHS | Organization name: ACHIMOTA HOSPITAL | Phone number: 0206945455 | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
DerArt Dental Clinic,Ashanti,Kumasi,clinic,FALSE,Website is derartdentalclinic.xyz | dental care | dental surgery | tooth extraction,Provides dental care and oral health services,dentistry,,nan,Medium
Abomosu Health Centre,Greater Accra,Abomosu,hospital,FALSE,"Has 35 likes, 35 followers, and 2,118 check-ins | Is an unofficial page for Abomosu Health Centre | Page created on April 21, 2019 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
"Women's Health Clinic - House # opposite zenith hotel Takoradi, Takoradi, Ghana",Western,Takoradi,clinic,FALSE,antenatal care | delivery | labour ward | maternity | maternity care | obstetrics,Provides obstetric and gynecological services,gynecologyAndObstetrics | obstetricsAndMaternityCare,,nan,Medium
Crown Medical Centre Ghana,Greater Accra,Accra,dentist,FALSE,"Curbside pickup available | No 103 Hallelujah Broadway, Accra, Ghana | Offers dental services | Website crownmedicalcentre.com | dental care | dental surgery | general medicine | inpatient care | internal medicine | outpatient care | tooth extraction",Provides general internal medicine consultations | Provides dental care and oral health services,internalMedicine | dentistry,,nan,Medium
Saint Thomas Eye Hospital Ghana,Greater Accra,Accra,clinic,FALSE,"Saint Thomas Eye Hospital Ghana is a specialist eye clinic based in Accra, Ghana. | Specializes in ophthalmology (eye care). | eye care | eye surgery | optical services",Provides eye examination and treatment,ophthalmology,,nan,Medium
Asuofua Gov. Health Centre,Unknown,Asuofia,hospital,FALSE,Operates 24/7 | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. Anthony’s Catholic Hospital,Volta,Dzodze,hospital,FALSE,"St. Anthony’s Catholic Hospital is part of the Catholic Health Service Trust, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Specialist Health Ghana Dental Clinic,Greater Accra,Accra,clinic,FALSE,"Clinic name is Specialist Health Ghana Dental Clinic | Has a website at specialisthealthghana.com | Located on Spintex Road, Shell Signboard, opposite PUMA filling station, Spintex, Accra, Ghana | dental care | dental surgery | tooth extraction",Provides dental care and oral health services,dentistry,,nan,Medium
"Adiebebahospital - No. 4 Melcom road, Ahodwo, Ghana",Ashanti,Ahodwo,hospital,FALSE,Operates a child welfare clinic | child health | children care | neonatal care | pediatric care,Provides pediatric and child health care,pediatrics,,nan,Medium
Sape Agbo Memorial Hospital,Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Sape Agbo Memorial Hospital is next to Kotobabi and is located in Greater Accra, Ghana. Latitude: 5°35'32.15""; Longitude: -0°12'29.63"".",Medium
Springfield Dental Clinic Ghana,Greater Accra,Accra,dentist,FALSE,Category: Dentist and dental surgery | Official website: springfielddentalgh.com | dental care | dental surgery | tooth extraction,Provides dental care and oral health services,dentistry,,nan,Medium
Sogakope District Hospital,Greater Accra,nan,hospital,FALSE,Government primary hospital | NHIS accredited | Offers general medical services | Operates 24 hours daily | dermatology services | general medicine | inpatient care | internal medicine | outpatient care | skin care,Provides general internal medicine consultations | Provides skin care and dermatology treatment,internalMedicine | dermatology,,Sogakope District Hospital is a government primary hospital in Along Tema-aflao Road Ghana. It offers a general services. This primary hospital is NHIS accredited.,High
37 Military Hospital,Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Sogakope - MDC,Volta,Sogakope,clinic,FALSE,diagnostic imaging | imaging services | laboratory services | radiology | ultrasound | x-ray,Performs diagnostic imaging and X-rays,radiology,,"Sogakope - MDC is a Medical Diagnostic Center located in Sogakope, Ghana.",Medium
Society for AIDS in Africa,Greater Accra,Accra,clinic,FALSE,"Headquartered at the SAA Secretariat, Accra, Ghana. | Is a non-governmental organization (NGO). | Website: saafrica.org.",,infectiousDiseases | globalHealthAndInternationalHealth,,nan,Medium
Adenta Clinic,Greater Accra,Accra,clinic,FALSE,"16 people follow this Adenta Clinic page | 16 people like this Adenta Clinic page | Operating hours listed on the page include 6AM, 9AM, 12PM, 3PM, 6PM, 9PM, 12AM and 3AM | Page created on 10 June 2012 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Chirano Health Centre,Western North,Bibiani,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Type: Health Centre; Ownership: Government; Location: BOX 108 Bibiani; Tel: +233244709402; Services: General; NHIS accredited: yes.,Medium
Yaaba Medical Services,Greater Accra,Accra,clinic,FALSE,ICU | cardiac care | cardiology services | general medicine | heart treatment | inpatient care | intensive care | intensive care unit | internal medicine | outpatient care,Provides general internal medicine consultations | Provides cardiac diagnosis and treatment,internalMedicine | cardiology,,"Excellent Internal Medicine and Cardiology services including Consultation, ECG, Echo, Holter monitoring, stress testing by American Board Certified MD.",Medium
"St. Anthony’s Clinic - Community 1, Tema",Greater Accra,Tema,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"St. Anthony’s Clinic located at Comm.1 Community 1, Tema, Ghana provides services in Health & Medical Centers - Health Clinics. View our Location, Phone Number, Contact Details, Products & Services, Reviews.",Medium
St. Anthony Ann Catholic Hospital,Ashanti,Donyina,hospital,FALSE,Diocesan affiliation: Konongo–Mampong | GPS address code AE-0991-5191 | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Church of God Health Services,Ashanti,Apaaso,clinic,FALSE,In-charge: Mr. Kwame Takyi Abakye. | Licence issued on 2019-05-23 and expires on 2022-05-23. | Licensed as a long-term health centre by HeFRA. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. Paul's Dental Clinic,Western,Takoradi,dentist,FALSE,Provides quality and affordable dental care as stated in the Intro | Website stpaulsdental.org | WhatsApp-based appointment booking available | dental care | dental surgery | tooth extraction,Provides dental care and oral health services,dentistry,,nan,Medium
"Catholic Hospital, Anfoega",Volta,nan,hospital,FALSE,Alternate phone: 050 130 9361 | Provides 24-hour quality healthcare services | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,We Provide 24-hr Quality Healthcare Services.,Medium
St. Andrew Catholic Hospital,Greater Accra,Kordiabe,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Centre for Plant Medicine Research,Eastern,Mampong-Akwapim,clinic,FALSE,,,pharmacologyAndToxicology | phytochemistry | microbiology,,"Centre for Plant Medicine Research (CPMR), formerly known as the Centre for Scientific Research into Plant Medicine (CSRPM), Mampong-Akwapim, was established by the Government of Ghana in 1975.",Medium
Sacred Heart Hospital,Volta,nan,hospital,FALSE,"Location: On the Abor Anyaku Main Road | NHIS accredited: yes | Offers General services | Ownership: Mission | Sacred Heart Hospital is a primary hospital | Telephone numbers: 0244-486358, 0244-781904, 0966-44399 | Website: not provided | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,Type: Primary Hospital; Ownership: Mission; Location: ON THE ABOR ANYAKU MAIN ROAD; Tel: 0244-486358/0244-781904/0966-44399; Services: General; NHIS accredited?: yes,High
CHAG,Unknown,Drobonso,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Cheerful Hearts Foundation,Central,Kasoa,clinic,FALSE,"Company size: 2-10 employees. | Has 12 employees. | Headquarters in Kasoa, Central Region, Ghana. | Industry: Non-profit Organizations. | Primary location: WS 396 Walantu South, Kasoa, Central Region 00233, Ghana.",,publicHealth | education,,nan,Medium
Yendi District Hospital,Northern,Yendi,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St John's Hospital & Fertility Centre,Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,reproductiveEndocrinologyAndInfertility | internalMedicine,,We are your one-stop-shop family hospital serving your health needs with a customer-centric approach.,Medium
"Saint Edwards Hospital, Dwinyama",Ashanti,Kumasi,hospital,FALSE,"Official name: Saint Edwards Hospital, Dwinyama | Operates 24/7 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
"Children's Hospital, Okomfo Anokye Road, Kumasi, Ghana",Ashanti,Kumasi,hospital,FALSE,"Administrative hours are 8:30am–4:30pm on weekdays. | Also known as C.W.C or Kwashiorkor clinic. | Established by the Government of the Gold Coast in 1910. | Has a Physiotherapy Unit. | Located on Okomfo Anokye Road, Kumasi, Ghana. | Provides 24-hour healthcare services. | antenatal care | child health | children care | delivery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | neonatal care | obstetrics | outpatient care | pediatric care",Provides pediatric and child health care | Provides obstetric and gynecological services | Provides general internal medicine consultations,pediatrics | gynecologyAndObstetrics | physicalMedicineAndRehabilitation | pediatricNeurodevelopmentalDisabilities | internalMedicine,,nan,Medium
Virtue Medical Centre,Upper West,nan,hospital,FALSE,Virtue Medical Centre provides hospital services as listed in the Upper West region | general medicine | inpatient care | internal medicine | outpatient care,Virtue Medical Centre provides hospital services as listed in the Upper West region,internalMedicine,,nan,Medium
Small Animal Teaching Hospital University of Ghana,Greater Accra,Accra,hospital,FALSE,"Affiliated with University of Ghana. | Categorized as a college and university facility. | The page was created on March 14, 2017. | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. Anne’s Catholic Hospital,Savannah,Damongo,hospital,FALSE,GPS address is N5-0077-3930. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. Joseph Hospital in Koforidua – Ghana,Eastern,Koforidua,hospital,FALSE,"St. Joseph Hospital in Koforidua – Ghana has Dr Hannah Ofosua Owusu (BSc, MBChB) on its staff | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Cape Coast Metropolitan Hospital,Central,Cape Coast,hospital,FALSE,"11 people follow this | 11 people like this | 658 people checked in here | Location: Beulah Lane, Cape Coast, Ghana | Page created – 23 February 2018 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
BestSmile Dental Clinic,Greater Accra,Accra,clinic,FALSE,Has an experienced dental team | Mission to help clients achieve and maintain optimum oral health | Offers a comprehensive range of dental services | Offers cosmetic dentistry | Provides preventive dental care | Provides restorative dental treatments | Uses advanced technology for dental treatments,Provides preventive dental care | Offers cosmetic dentistry | Provides restorative dental treatments,,,nan,Medium
Britannia Medical Centre,Greater Accra,Tema,hospital,FALSE,"18–22 week detailed fetal ultrasound examination is provided to screen for major abnormalities | 24 hour emergency | Antenatal clinics are run twice weekly with ultramodern ultrasound support | Dentistry services are provided with a dental chair and imaging facilities | Emergency care is available 24 hours a day for minor trauma and common emergencies | General surgery, urology, and orthopaedic surgery services are offered | On-site automated laboratory performing haematology and biochemistry investigations | Paediatric outpatient clinics and inpatient paediatric care are offered | Radiology imaging services including ultrasound and X-ray investigations | Reproductive Medicine including IVF services are provided | accident and emergency | antenatal care | blood tests | bone surgery | child health | children care | delivery | dental care | dental surgery | diagnostic imaging | diagnostic testing | emergency care | emergency medicine | emergency surgical care | family medicine | fracture treatment | general medicine | general practice | general surgery | imaging services | inpatient care | internal medicine | laboratory services | labour ward | maternity | maternity care | neonatal care | obstetrics | operating theatre | orthopedic surgery | outpatient care | pathology lab | pediatric care | primary care | radiology | surgery | surgical procedures | tooth extraction | trauma care | ultrasound | urological procedures | urology services | x-ray","Antenatal clinics are run twice weekly with ultramodern ultrasound support | 18–22 week detailed fetal ultrasound examination is provided to screen for major abnormalities | General surgery, urology, and orthopaedic surgery services are offered | Reproductive Medicine including IVF services are provided | Emergency care is available 24 hours a day for minor trauma and common emergencies | Paediatric outpatient clinics and inpatient paediatric care are offered | Dentistry services are provided with a dental chair and imaging facilities | On-site automated laboratory performing haematology and biochemistry investigations | Radiology imaging services including ultrasound and X-ray investigations",internalMedicine | generalSurgery | gynecologyAndObstetrics | emergencyMedicine | reproductiveEndocrinologyAndInfertility | radiology | pediatrics | familyMedicine | dentistry | physicalMedicineAndRehabilitation | pathology | urology | orthopedicSurgery,,nan,Medium
Van-J Eye Care Dansoman,Greater Accra,Accra,clinic,FALSE,"Located on Dansoman High Street, Accra, Ghana | Price range: $$$ | Specializes in ophthalmology | eye care | eye surgery | optical services",Provides eye examination and treatment,ophthalmology,,nan,Medium
St. Luke’s Catholic Hospital,Volta,Chinderi,hospital,FALSE,Diocese: Cape Coast | GPS address CI-0006-4664 | Part of Catholic Health Service Trust Ghana (CHST Hospitals) | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. Lucas Catholic Hospital,Upper East,Wiaga,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,District Hospital,Medium
"Brong Ahafo Regional Hospital, Sunyani",Brong Ahafo,Sunyani,hospital,FALSE,"Automatic changeover oxygen manifold referenced for Brong Ahafo Regional Hospital, Sunyani | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,"Automatic changeover oxygen manifold referenced for Brong Ahafo Regional Hospital, Sunyani",nan,Medium
Asokore RCH,Eastern,Koforidua,hospital,FALSE,child health | children care | general medicine | inpatient care | internal medicine | neonatal care | outpatient care | pediatric care,Provides pediatric and child health care | Provides general internal medicine consultations,maternalFetalMedicineOrPerinatology | pediatrics | internalMedicine,,nan,Medium
Bryant Mission Hospital,Ashanti,Obuasi,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"BRYANT MISSION HOSPITAL is a PRIMARY HOSPITAL located in Obuasi, Obuasi Municipal, Ashanti Region, Ghana.",Medium
C&J Medicare Hospital,Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. John of God Catholic Hospital,Ahafo,Duayaw Nkwanta,hospital,FALSE,DIOCESE Goaso | GPS address BS-0002-6528 | The hospital is part of the Catholic Health Service Trust Ghana network | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
St. John Ambulance Ghana,Greater Accra,Accra,clinic,FALSE,"24 hour emergency | Hosts CPR training sessions for the public at the Accra Mall Food Court | Operates from Accra, Ghana at John Evans Atta Mills Street opposite the New Court Complex | Provides Emergency Medical Service under the subvention of the Ministry of Health | accident and emergency | emergency care | emergency medicine | trauma care",Provides emergency and trauma care,emergencyMedicine,,nan,Medium
St. Gregory Catholic Hospital,Central,Gomaa Buduburam,hospital,FALSE,Diocese is Cape Coast. | GPS address code CG-0449-1957. | Location is Gomaa Buduburam. | Part of Catholic Health Service Trust Ghana network (CHST Hospitals). | St. Gregory Catholic Hospital is a District Hospital. | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
ST. FF Specialist Hospital,Volta,nan,hospital,FALSE,Opened on 28 January 2024 | Operates 24/7 | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Your Health is our priority!! Opened on 28th of January, 2024.",Medium
Berekum Holy Family Hospital,Brong Ahafo,Berekum,hospital,FALSE,"P. O. Box 21, Berekum, Brong Ahafo Region, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Cape Coast Teaching Hospital,Central,Cape Coast,hospital,FALSE,24 hour emergency | accident and emergency | antenatal care | blood tests | child health | children care | delivery | diagnostic imaging | diagnostic testing | emergency care | emergency medicine | emergency surgical care | eye care | eye surgery | general medicine | general surgery | imaging services | inpatient care | internal medicine | laboratory services | labour ward | maternity | maternity care | mental health | neonatal care | obstetrics | operating theatre | optical services | outpatient care | pathology lab | pediatric care | psychiatric care | radiology | surgery | surgical procedures | trauma care | ultrasound | x-ray,Provides emergency and trauma care | Performs general surgical procedures | Performs laboratory and diagnostic testing | Performs diagnostic imaging and X-rays | Provides obstetric and gynecological services | Provides pediatric and child health care | Provides mental health and psychiatric care | Provides eye examination and treatment | Provides general internal medicine consultations,emergencyMedicine | generalSurgery | pathology | radiology | gynecologyAndObstetrics | pediatrics | psychiatry | publicHealth | ophthalmology | hospiceAndPalliativeInternalMedicine | physicalMedicineAndRehabilitation | internalMedicine,,Tamale Teaching Hospital (TTH) was commissioned in 1974 as a Regional Hospital and upgraded to a Teaching Hospital in 2009; serves as a premier tertiary health facility in the Northern Region of Ghana.,Medium
Carelinx Home Healthcare Agency,Greater Accra,Agbogba,clinic,FALSE,"Focuses on helping clients maintain independence and quality of life in their own home | Provides in-home healthcare services in Accra, Ghana",,,,We assist our clients to maintain their independence and quality of life in their own home.,Medium
St. Luke's Clinic,Greater Accra,Accra,clinic,FALSE,Website for St. Luke's Clinic is stlukesclinic.com.gh | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Blackwood Optometry,Greater Accra,Tema,clinic,FALSE,"Based in Tema, Ghana (Tema Comm 3, Site A).",,,,Premium Optometry Service,Medium
"Valco Hospital, Tema",Greater Accra,Tema,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Twin City Clinic,Western,Takoradi,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,"Twin City Clinic is located at Twin City Clinic, G.K. Ntow Avenue, Takoradi, Ghana",Medium
"St.Joseph Hospital, Nkwanta",Oti,Nkwanta,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Bodi Anglican Clinic - Ghana,Western,nan,clinic,FALSE,Has chag clinic | Provides chag clinic services | Provides general medical services,Provides general medical services | Provides chag clinic services,,,"Bodi Anglican Clinic is a chag clinic in Western, Sefwi Bodi Ghana.",Medium
Airport Women's Hospital,Greater Accra,Accra,hospital,FALSE,"Child Welfare Clinic hours on March 31, 2025: CLOSED | Paediatric Clinic hours on March 31, 2025: OPEN 9:00 AM to 2:00 PM | Website: airportwomenshospital.com | antenatal care | child health | children care | delivery | general medicine | inpatient care | internal medicine | labour ward | maternity | maternity care | neonatal care | obstetrics | outpatient care | pediatric care",Provides obstetric and gynecological services | Provides pediatric and child health care | Provides general internal medicine consultations,gynecologyAndObstetrics | pediatrics | internalMedicine,,nan,Medium
"University Medical Centre, Asante-Mampong",Ashanti,Mampong,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Bone Marrow Transplantation Ghana,Greater Accra,Accra,clinic,FALSE,Free HLA typing is offered | Hydroxyurea Therapy is offered as part of the Comprehensive Sickle Cell Clinic | child health | children care | neonatal care | pediatric care,Hydroxyurea Therapy is offered as part of the Comprehensive Sickle Cell Clinic | Free HLA typing is offered,transplantSurgery | hematology | pediatrics,,nan,Medium
Beaver Medical,Unknown,nan,clinic,FALSE,"24 hour emergency | Beaver Medical accepts cash, credit cards, EFT, cheques, and mobile money as payment methods. | Beaver Medical attracts international clients seeking premium care. | Beaver Medical collaborates with foreign and local insurance companies. | Beaver Medical has international recognition for its medical services. | Beaver Medical is expanding from dentistry into broader medical services. | Beaver Medical positions itself as a seamless, comprehensive healthcare destination in West Africa. | Beaver Medical provides comprehensive medical services in Ghana. | Emergency services are available on Sundays and public holidays with advance arrangements. | Regular business hours are Weekdays 9am-6pm; Saturdays 10am-4pm. | accident and emergency | dental care | dental surgery | emergency care | emergency medicine | general medicine | inpatient care | internal medicine | outpatient care | tooth extraction | trauma care",Provides dental care and oral health services | Provides general internal medicine consultations | Provides emergency and trauma care,dentistry | internalMedicine | emergencyMedicine,,Beaver Medical – Premium medical services in Ghana; part of Beaver Health’s expansion into medical services; offers comprehensive medical services; positioned as a healthcare destination in West Africa.,High
Sunshine Ophthalmic Consult,Ashanti,Kumasi,clinic,FALSE,eye care | eye surgery | operating theatre | optical services | surgery | surgical procedures,Provides eye examination and treatment,ophthalmology,,"We provide all kinds of eye care services: General eye services, eye surgery, optical services, refraction, glaucoma monitoring, outreach.",Medium
Valley View Adventist Hospi,Brong Ahafo,Techiman,hospital,FALSE,"Located on Techiman Sunyani Road, Techiman, Ghana | Page category: Medical & Health | Page created on October 25, 2016 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Ankaful Psychiatric Hospital,Central,Cape Coast,hospital,FALSE,general medicine | inpatient care | internal medicine | mental health | outpatient care | psychiatric care,Provides mental health and psychiatric care | Provides general internal medicine consultations,psychiatry | internalMedicine,,The leading hospital in mental health care in Ghana and the Sub region - Center of Excellence -,Medium
Synlab Ghana (Kumasi Ahodwo Depot),Ashanti,Kumasi,clinic,FALSE,,,clinicalPathology,,Medical lab,Medium
Swedru Municipal Hospital,Central,Agona Swfru,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,The Agona Swedru Municipal Hospital is located in the municipal capital of the Agona West Municipal Assembly of the Central Region of Ghana.,Medium
Tarkwa Government Hospital,Western,Tarkwa,hospital,FALSE,"Based in Tarkwa, Ghana | Page created on February 9, 2012 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Tolon District Hospital,Northern,Tolon,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Health service provider,Medium
Swedru Hospital,Central,Agona Swedru,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,Quality healthcare services for Agona Swedru community.,Medium
Amasaman Hospital,Greater Accra,Accra,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Amang Health Centre,Central,nan,clinic,FALSE,ICU | Provides health consultation services | Treats all kinds of medical health challenges | cardiac care | cardiology services | dermatology services | dialysis | general medicine | heart treatment | inpatient care | intensive care | intensive care unit | internal medicine | kidney care | outpatient care | renal services | skin care,Provides general internal medicine consultations | Provides skin care and dermatology treatment | Provides kidney care and dialysis | Provides cardiac diagnosis and treatment,internalMedicine | gastroenterology | dermatology | nephrology | cardiology | medicalOncology,,We treat All kinds of medical health challenges. We also provide Health Consultation to help you prev,High
"Swan Medical Centre, Osu Ako-Adjei opp. Kingdom Books and Stationery., Accra, Ghana",Greater Accra,Accra,clinic,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
"Catholic Health Service Trust, Ghana",Greater Accra,Accra,clinic,FALSE,CHST operates 51 hospitals and health facilities across Ghana | antenatal care | child health | children care | delivery | labour ward | maternity | maternity care | neonatal care | obstetrics | pediatric care,Provides pediatric and child health care | Provides obstetric and gynecological services,pediatrics | gynecologyAndObstetrics,,nan,Medium
SVG Africa,Unknown,nan,clinic,FALSE,"SVG Africa conducted surgeries during a health mission in the Kwahu Districts in March 2016. | SVG Africa conducts health missions in local hospitals and communities in Ghana. | SVG Africa distributed 20 community water filters in July/August 2014, reaching about 4,000 people. | emergency surgical care | general surgery | operating theatre | surgery | surgical procedures",SVG Africa conducted surgeries during a health mission in the Kwahu Districts in March 2016.,generalSurgery | infectiousDiseases,,nan,Medium
Allied Specialist Hospital,Greater Accra,Tema,hospital,FALSE,general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
Bengali Hospital,Greater Accra,Tema,hospital,FALSE,"Listed on GhanaBusinessWeb as Bengali Hospital in Tema | Located near Kajur Lab, Comm. 1 Community 1, Tema, Ghana | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Sacred Heart Catholic Hospital,Volta,Weme – Abor,hospital,FALSE,"Affiliated with Catholic Health Service Trust, Ghana | GPS address VK – 2115 – 1161 | general medicine | inpatient care | internal medicine | outpatient care",Provides general internal medicine consultations,internalMedicine,,nan,Medium
Beaver Dental,Greater Accra,nan,dentist,FALSE,"Beaver Dental attracts clients from Liberia, Côte d’Ivoire, Togo, Benin, and Nigeria | Beaver Dental is described as Ghana's premier dentistry provider | Beaver Dental is described as the number one dental service in Ghana | Beaver Dental serves over 10,000 clients | dental care | dental surgery | tooth extraction",Provides dental care and oral health services,dentistry,,"Beaver Dental is described as Ghana's premier dentistry provider, offering accessible services in key locations including Accra-Airport Residential Area, Accra-Lapaz (St Michael’s Specialist Hospital), and Kumasi-Ahodwo.",High
"Third Eyecare and Vision Centre - Kanda highway, Accra, Ghana",Greater Accra,Accra,clinic,FALSE,"Located on Kanda highway, Accra, Ghana | Offers premier eyecare services | Page category: Ophthalmologist | Website: thirdeyecaregh.com | eye care | eye surgery | optical services",Provides eye examination and treatment,ophthalmology,,nan,Medium
Tema Women's Hospital,Greater Accra,Tema,hospital,FALSE,Provides fertility consultation services | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,reproductiveEndocrinologyAndInfertility | internalMedicine,,nan,Medium
Ayeduase Health Centre,Ashanti,Kumasi,clinic,FALSE,Aims to promote good health and ensure access to quality and affordable healthcare.,,,,We are aimed at promoting good health and ensure access to quality and affordable healthcare.,Medium
"Taifa Medical Centre - Accra, Ghana",Greater Accra,Accra,hospital,FALSE,Has 0 reviews and a rating of 0.0 on GhanaYello | Listed in Doctors and Clinics and Hospitals categories on GhanaYello | Registered with GhanaYello on 8 December 2011 | general medicine | inpatient care | internal medicine | outpatient care,Provides general internal medicine consultations,internalMedicine,,nan,Medium
